,"color","latitude","longitude","name","phone","url","description","address","state","zip","city","couponOffer","logo","meta","area","type","category","hasShop","hasCoupon","expirationDate"
,"green",36.9815,-122.0008,"Santa Cruz Kitchen & Bath  Inc","(831) 426-9600","www.sckb.com","Cabinets  counters  plumbing fixtures  design  build  remodel - Designing For The Way You Live ","1824 Soquel Ave","CA",95062,"Santa Cruz",,,,"Live Oak","Silver","Home & Garden","y","n",
,"green",36.9682,-122.0263,"Santa Cruz Motorsports Inc.","831-458-1155",,"Complete auto repair and service needs: Smog Station  A/C work  suspension  transmission  tune ups  brake work  and much more. AAA approved and all technicians are ASE certifide. Foreign & domestic vehicles.  Monday - Friday  7:00am - 5:00pm.","211 Cedar Street","CA",95060,"Santa Cruz",,"XXX files/images/members/Santa Cruz Motorsports logo.b",,"Santa Cruz","Bronze","Auto","y","n",
,"green",37.0887,-122.0890,"Santa Cruz Mountain Art Ctr.","831-336-3513","www.mountainartcenter.org","The mission of the Santa Cruz Mountains Arts Center is to support and encourage the arts through education  exhibition and cultural activities  reflecting the unique and diverse environment of the mountain communities.","93141 Mill Street","CA",95005,"Ben Lomond",,,,"San Lorenzo Valley","NonProfit","Museums and Galleries","y","n",
,"green",36.9590,-122.0481,"Santa Cruz Mountain Brewing","831-566-0615","www.santacruzmountainbrewing.com",,"402 Ingalls St #27","CA",95060,"Santa Cruz",,,"Brewery  Food  Beer  Patio","Aptos / La Selva","Bronze","Pubs","y","n",
,"green",36.9591,-122.0473,"Santa Cruz Mountain Vineyard","831-426-6209","www.santacruzmountainvineyard.com","Since 1975  we produce food-friendly  European-style wines  with a focus on locally grown Pinot Noir. Our sister brand  Quinta Cruz  features the fascinating varieties of Portugal & Spain that are now grown in CA. Tasting noon to 5:30pm Wed - Sun.","334 A Ingalls Street","CA",95060,"Santa Cruz",,"logo_SantaCruzMtnVineyard.jpg",,"Santa Cruz","Bronze","Wineries","y","n",
,"green",36.9643,-122.0095,"Santa Cruz Museum of Natural History","831.420.6115","www.santacruzmuseums.org","The Association has provided educational programs at the Santa Cruz Museum of Natural History since 1977 and  since the December 2008 budget cuts  operates the Museum itself.","1305 East Cliff Drive  ","CA",95062,"Santa Cruz",,,,"Santa Cruz","Bronze","Museums and Galleries","y","n",
,"gold",36.9680,-121.9986,"Santa Cruz Newspaper Taxi","831-234-9927","http://santacruznewspapertaxi.com/","We deliver periodicals throughout Santa Cruz & Monterey counties. We also provide custom iPhone programming and mapping services.","523 Assembly Way","CA",95062,"SANTA CRUZ","Free initial consultation.  And as always 'The Good Neighbor Discount' applies","logo_SantaCruzNewspaperTaxi.png","mobile iPhone iPad automation delivery gardening mapping consulting","Santa Cruz","Bronze","Business Services","n","y",12/31/15
,"green",36.9792,-122.0127,"Santa Cruz Properties","831-588-8855","www.santacruzproperties.com","We are seasoned professional Realtors that assist with the purchase or sale of real estate throughout Santa Cruz County. ","100 Doyle St. Suite H","CA",95062,"Santa Cruz",,"XXX files/images/members/Logo.JPG",,"Santa Cruz","Bronze","Real Estate","y","n",
,"green",36.9833,-121.9696,"Santa Cruz Records Management","831-479-8100","www.screcordsmgmt.com","Santa Cruz Records Management. Your one source for confidential document shredding and secure record storage.","2520 South Rodeo Gulch Rd.","CA",95073,"Soquel",,,"shred business shredding record storage file files confidential document","Soquel","Bronze","Business Services","y","n",
,"gold",36.9641,-122.0200,"Santa Cruz Seaside Company","(831) 423-5590","www.beachboardwalk.com",,"400 Beach St.  ","CA",95060,"Santa Cruz",,,"gold","Santa Cruz","Gold","Tourism & Attractions","y","n",
,"orange",36.9747,-122.0308,"Santa Cruz SoccerCamp","831-246-1517","http://santacruzsoccercamp.com","Santa Cruz Soccer  Inc. teaches soccer using our philosophy of learning though enjoyment to kids 5-15  from beginners to more experienced players. We are located at Delaveaga Park and have week long sessions from 9-1 every week of the summer.","P.O. Box 2784","CA",95063,"Santa Cruz",,"logo_SantaCruzSoccer.png","soccer  summer camps  kids' camps  fitness  outdoor activities  sports  ","Santa Cruz","Bronze","Fitness","n","n",
,"green",36.9060,-121.7607,"Santa Cruz Staffing","(831) 423-8888","santacruzstaffing.com","Santa Cruz Staffing is a local recruitment and staffing agency that services the Santa Cruz and Monterey counties.  ","312 Locust St.","CA",95076,"Santa Cruz",,,,"Santa Cruz","Bronze","Business Services","y","n",
,"green",36.9860,-121.9877,"Santa Cruz Tire and Auto Care","831-462-6140","http://www.santacruztire.com","Family owned and operated for over 20 years  we specialize in tires  smog check  brakes  check engine diagnostics  catalytic converters  oil change  tuneup  and alignments.","2840 soquel ave.","CA",95062,"Santa Cruz",,"XXX files/images/members/imgB(1).jpg",,"Santa Cruz","Bronze","Auto","y","n",
,"green",36.9757,-122.0266,"Santa Cruz Travel","(831) 426-4900","www.santacruztravel.com","The Very Best in Travel Arrangements","1519 Pacific Ave.  ","CA",95060,"Santa Cruz",,,,"Santa Cruz","Bronze","Travel","y","n",
,"green",36.9881,-121.9736,"Santa Cruz Veterinary Hospital","831-475-5400","www.santacruzveterinaryhospital.com","Serving our local community for 50 years! Our mission: to provide the most compassionate and comprehensive care to each individual patient and client. We are unique in Santa Cruz- a 24 hour emergency service with board-certified specialists on staff.","2585 Soquel Drive","CA",95065,"Santa Cruz","Get $7 off a 6 month supply of TRIFEXIS  a new once-monthly chewable preventive for fleas  heartworm  whipworm  hookworm  and roundworm for dogs. Coupons available at SCVH. Must be a current patient to participate. ","logo_SantaCruzVetinary.JPG","pet veterinarian 24 hour animal emergency service veterinary specialist Santa Cruz vet pet care pet cancer dentistry spay neuter pet preventive care vaccines ultrasound feline hyperthyroidism I-131 treatment CT scan surgery boarding pet emergency AAHA ","Santa Cruz","Bronze","Veterinarian Services","y","y",04/30/11 12:00 AM
,"green",36.9879,-121.8118,"Sante Arcangeli Family Wines","831-406-1262","http://www.santewinery.com","Sante Arcangeli Family Wines are carefully handcrafted Burgundian varietals that have been gently nurtured from rare mountain-grown fruit to a new life as elegant and expressive California Pinot Noir and Chardonnay.","23 Blake Ave","CA",95076,"Corralitos",,,"pinot noir chardonnay wine capitola wine tasting","Corralitos / Freedom","Silver","Wineries","y","n",
,"yellow",36.9751,-122.0264,"Sara Isenberg Web Consulting & Project Management","831-334-0701","http://saraisenberg.com",,"101 Cooper St.","CA",95060,"Santa Cruz","First half-hour FREE!  Web Consulting  Project Management  Social Media  Email Marketing  Strategic Relationships","XXX files/images/members/Picture 1(1).png",,"Santa Cruz","Community Supporter","Customer","n","y",12/31/15 12:00 AM
,"green",36.9690,-122.0246,"Saturn Cafe","(831) 332-2230","www.saturncafe.com",,"145 Laurel St.  ","CA",95060,"Santa Cruz",,,,"Santa Cruz","Silver","Restaurants","y","n",
,"orange",36.9755,-121.8863,"Saucy Wench Barbecue Sauce","831-595-3794","saucywenchbbq.com",,"PO Box 958","CA",95001,"Aptos",,,"bbq sauce bar b cue wench great good food Saucy Wench Barbecue Sauce","Aptos / La Selva","Bronze","Grocers & Specialty Foods","n","n",
,"green",37.0340,-122.0211,"Scotts Valley Medical Clinic","831-438-1430","www.svclinic.com","A caring group of local doctors.","2980 El Rancho Drive","CA",95060,"Santa Cruz",,,,"Scotts Valley","Silver","Medical","y","n",
,"green",36.9674,-122.0084,"Seabright Brewery","(831) 426-2734","seabrightbrewery.com","Seabright's original micro-brewery  pub food & music gathering place.","519 Seabright Ave. ","CA",95062,"Santa Cruz",,,,"Santa Cruz","Silver","Pubs","y","n",
,"orange",36.9547,-121.8714,"Seascape Design  Bert Lemke  Architect","(831) 252-5060","www.seascape-design.com","Architecture design  structural design  land use  project development  & permit processing","258 Farallon Court    ","CA",95003,"Aptos",,"logo_SeascapeDesign.jpg",,"Aptos / La Selva","Bronze","Contractors  Construction & Design","n","n",
,"orange",36.9766,-121.9551,"Seascape Soap Company","831.840.4831","www.seascapesoap.com","Made from only high-quality  natural ingredients  each one of my products is handmade with the greatest of care. Seascape Soap products are never tested on animals and are beautifully packaged with recyclable and/or biodegradable materials. ","P.O. Box 507","CA","95010-0507","Capitola",,"logo_SeascapeSoap.jpg","Seascape Watsonville Handmade Handcrafted Soap Bath Body Beauty Natural ","Watsonville","Bronze","Health and Wellness Retail","n","n",
,"green",36.9029,-121.7729,"Second Harvest Food Bank","831-722-7110","www.thefoodbank.org","Second Harvest provides food and basic necessities to 47 000 people a month including children  seniors and working poor families trying to make ends meet. We do this through a network of 180 non-profit agencies and programs.","800 Ohlone Parkway ","CA",95076,"Watsonville",,,,"Watsonville","NonProfit","Community & Social Services","y","n",
,"green",36.9749,-122.0276,"Sentinel Printers","831 423 2198",,,"912 Cedar Street","CA",95060,"Santa Cruz CA",,,,"Santa Cruz","Bronze","Printers","n","n",
,"green",36.9494,-122.0650,"Seymour Marine Discovery Center","(831) 459-3800","http://seymourcenter.ucsc.edu/","Visit an ocean science center on the edge of the continent. Take a tour  touch a shark  marvel at a whale of a skeleton. Exhibits  aquarium  touch pools  and Ocean Discovery Shop provide a glimpse of ocean science and tools for conservation.","MAILING: 100 Shaffer Rd.","CA",95060,"Santa Cruz",,,,"Santa Cruz","NonProfit","Museums and Galleries","y","n",
,"green",36.9792,-121.9821,"Shakespeare Santa Cruz","831-459-3162","marketing@shakespearesantacruz.org","Founded in 1981  Shakespeare Santa Cruz is a professional repertory theatre company in residence in the Arts Division at the University of California  Santa Cruz.","1156 High Street","CA",95064,"Santa Cruz",,"logo_Shakespeare.jpg","theatre  theater  arts  events  performing arts  live events  family  outdoor  entertainment  entertaining  stage  ucsc  shakespeare","Santa Cruz","NonProfit","Music & Theater","y","n",
,"green",36.9800,-121.9800,"Showcase Shower Door Company","(831) 234-1983","http://showcaseshowerdoor.com/","Showcase Shower Door is a local  family owned business that specializes in interior glass projects like shower doors and custom mirrors. We design  fabricate  and install custom bathroom shower enclosures  custom mirrors  and other interior glass. ","1970 17th Avenue","CA",95062,"Santa Cruz",,"XXX files/images/members/logo(3).jpg"," custom glass glass shower door frameless shower doors sliding shower door tub enclosure bathroom shower enclosures frameless glass shower doors frameless bathtub doors seamless shower doors bath shower screens sliding shower doors bypass shower door custom shower doors neo angle shower doors bathtub shower doors frameless glass shower enclosure  corner shower doors frameless steam shower doors shower panels shower doors in santa cruz santa cruz glass santa cruz shower california shower quality service fast installation free estimates  custom mirrors shower door manufacturing entry glass doors storefront glass doors wardrobe doors euro style euro frameless heavy glass skylight","Santa Cruz","Bronze","Contractors  Construction & Design","y","n",
,"gold",36.9858,-122.0318,"Slatter Construction  Inc.","831-425-5425","slattcon.com","Slatter Construction  Inc. is a family owned local construction company. we have been in business for 25 years in Santa Cruz. The company is owned and operated by the Slatter family. ","126 Fern St.","CA",95060,"Santa Cruz",,"logo_SlatterConstr.gif","gold","Santa Cruz","Gold","Contractors  Construction & Design","y","n",
,"orange",36.9085,-121.7553,"Soccer Central LLC","831-768-8961","http://soccercentralindoor.com","Soccer Central Indoor Sports Arena is located within Ramsay Park in Watsonville  California  20 minutes south of Santa Cruz and 15 minutes north of Monterey  in the heart of the Central Coast and Monterey Bay region.","PO Box 1200","CA",95077,"Watsonville",,"logo_SoccerCentral.jpg",,"Watsonville","Bronze","Sporting Goods","n","n",
,"gold",36.9761,-122.0269,"Sockshop & Shoe Company","(831) 429-6101","www.sockshopandshoeco.com","Sockshop & Shoe Co. is a one of a kind shoe store in the heart of downtown Santa Cruz. With the kind of footwear you will want to keep on your feet. Don't miss our amazing selection of socks.  ","1515 Pacific Ave. ","CA",95060," Santa Cruz","Bring this coupon or show it on your mobile device and get 10% off you next purchase of Mens or Womens shoes.","logo_Sockshop.jpg","shoes dansko socks merrell teva vibram knee socks keen purses handbags toesocks smartwool socksmith birkenstock footwear clarks hotsox sockittome tights hosiery eg smith sorel indigo five fingers spanx allen edmond purses accessories shoe lace fingerless gloves gold","Santa Cruz","Gold","Footwear","y","y",07/15/11 12:00 AM
,"green",36.9878,-122.0303,"Socksmith Design Inc",8314266416,"www.socksmithdesign.com","Making socks fun for the betterment of all humankind's fashionable feet.","1003 D River Street","CA",95060,"Santa Cruz",,,"Wholesale socks knee high knee highs novelty socks mens socks","Santa Cruz","Bronze","Wholesale","y","n",
,"yellow",36.9780,-122.0081,"Sol Surfer","(831) 239-3170","http://www.solsurfer.com/",,"719 Hanover St.","CA",95062,"Santa Cruz",,,,"Aptos / La Selva","Community Supporter","Customer","n","n",
,"gold",36.9769,-122.0161,"Solar Technologies","831-421-0440","www.solartechnologies.com","Your LOCAL solar experts. Go Solar for $0 down and save money every month! Exemplary design - installation! Over 30 years experience. The most efficient equipment in the world. SunPower Elite Dealer. Residential  Commercial. FREE Solar Analysis.","705 N Branciforte Avenue","CA",95062,"Santa Cruz","Go Solar for $0 Down. Help a Friend Go Solar. Get Paid $500! Save Money Every Month Call 421-0440 or go to SolarTechnologies.com","logo_SolarTechnologies.gif","solar  solar power  solar contractor  solar installer  solar power systems  solar electric  solar electricity  solar panels  solar energy  contractor  electricity  electrical  PG&E  solar system contractor  solar power contractor  solar power installer  solar homes gold","Santa Cruz","Gold","Contractors  Construction & Design","y","y",11/30/16 12:00 AM
,"green",36.9842,-121.9663,"Somerset Door & Window","831-476-4693","SomersetSupply.com","Somerset Door & Window has sold doors  windows  millwork and hardware since 1987. Our extensive product knowledge and strong customer service will please you. We serve building professionals and also sell to homeowners.ÃÂ   Please visit our showroom. ","4005 Cory St","CA",95073,"Soquel",,"files/images/members/Somerset logo 831 white.jpg","doors     entry doors     wood windows    vinyl windows    fiberglass windows    clad windows   aluminum windows   interior doors    exterior doors     custom doors     locksets    baseboard   casing     ","Soquel","Bronze","Lumber & Building Materials","y","n",
,"green",36.9770,-122.0158,"Sports Design","831-427-3771","www.sportsdesign.biz","Custom screen printing  Embroidery and Promotional Products - put your logo on anything! Friendly service  great pricing and quality work - teamwear  t-shirts  sweats  decals and stickers  hats  aprons  totes and bags  pens  mugs  banners and more!","716 Soquel Ave","CA",95062,"Santa Cruz",,,,"Santa Cruz","Bronze","Printers","y","n",
,"gold",36.9806,-122.0082,"Staff of Life","(831) 423-8632","www.staffoflifemarket.com","Since 1969  Staff of Life has grown from a small natural foods bakery into a major Natural Foods Supermarket  and has become a Santa Cruz tradition.","1266 Soquel","CA",95062,"Santa Cruz",,"logo_StaffOfLife.jpg","organic  fresh  bulk  food  sustainable  farmers  market  fish  pork  vegetables  eggs  crab  wine  local  produce  healthy  health  beauty  products  grocery  groceries  store gold","Santa Cruz","Gold","Grocers & Specialty Foods","y","n",
,"green",37.0659,-122.0796,"Steven Hendrickson","831-535-9089","eric@socksmith.com",,"214 Lazywoods Rd","CA",95018,"Felton",,,,"Aptos / La Selva","Community Supporter","Accommodations","y","n",
,"green",36.9886,-121.9826,"Stewart's Floral","831-479-0999","www.stewartsfloral.com","A full service floral/gift shop  located between Sutter and Dominican Hospitals  Stewart's Floral has been serving the Santa Cruz County area for over 50 years.","1658 Soquel Drive ","CA",95065,"Santa Cruz",,,,"Santa Cruz","Bronze","Home & Garden","y","n",
,"gold",36.9810,-122.0310,"Stokes Signs","831-426-1570","http://www.stokessigns.com/","Stokes Signs has been designing and making custom signs since 1974. We pioneer new technologies while continuing to practice traditional sign-making techniques. ","303 Potrero St  #9","CA",95060,"Santa Cruz",,"logo_StokesSigns.jpg","graphic design custom signs banners stickers digital prints gold","Santa Cruz","Gold","Marketing","y","n",
,"green",36.9708,-122.0253,"Streetlight Records","831-421-9200","streetlightrecords.com","None of the business categories fit our business; we sell new and used CDs  LPs  DVDs  video games  and VHS  as well as music accessories and books  posters and lifestyle items. We also have semi-regular  free live performances.","939 Pacific Ave.","CA",95060,"Santa Cruz",,"logo_StreetlightRecords.jpg",,"Santa Cruz","Bronze","Music & Theater","y","n",
,"green",37.0008,-122.0281,"Sue Thomas","831-621-7937","suethomas@mindspring.com",,"6 Oak Road","CA",95060,"Santa Cruz",,,,"Aptos / La Selva","Community Supporter","Accommodations","y","n",
,"green",36.9735,-121.9527,"Suess Insurance Agency  Inc.","831-464-7330","WWW.SUESSINSURANCE.COM","INDEPENDENT MULTI-LINE INSURANCE BROKER SPECIALIZING IN EMPLOYEE BENEFITS AND HEALTH INSURANCE. WE ALSO WRITE BUSINESS PACKAGES AND WORKERS COMP   AS WELL AS HOME  AUTO  LIFE  AND DISABILITY POLICIES. CONTACT US FOR A NO OBLIGATION QUOTE. ","331Capitola Ave.  Ste D","CA",95010,"Capitola",,,"HEALTH     INSURANCE     AUTO   BUSINESS ","Capitola","Bronze","Insurance","y","n",
,"orange",36.9597,-122.0357,"Suns Up Solar","(408)-355-0173","www.sunsupsolar.com","Solar Electric & Solar Hot water design and installation for residential  commercial & retail  serving the Central Coast and Santa Cruz County","224 Dufour St","CA",95060,"Santa Cruz","REFER A FRIEND  NEIGHBOR OR FAMILY AND EARN $300 BONUS!! Receive a check for $300 when each of your referrals  'Go Solar' with SUNS UP SOLAR. Make Santa Cruz County a 'Solar County' No limit to the number of referrals!!  Call (831) 588 8489 or email us at info@sunsupsolar.com ","logo_SunsUpSolar.png","solar installer  contractor  solar electric  hot water  ","Santa Cruz","Silver","Contractors  Construction & Design","n","n",12/24/14 12:00 AM
,"green",36.9584,-122.0490,"Suns Up Solar  a Division of Putt Construction","831-425-1717","www.sunsupsolar.com","Suns Up Solar is a division of Putt Construction which has been successfully contracting on the Central Coast since the early 1980's. We are a full service company holding both General and Electrical Contracting licenses.","719 Swift Street","CA",95060,"Santa Cruz",,,"Solar Design  Solar Integrator  Solar Installer  Solar Repairs  SunPower Dealer  Schuco-USA  Solar Thermal  Grid Tied Solar PV  Stand Alone Solar Systems  Back-Up Power Systems  Electrical Upgrades.","Santa Cruz","Bronze","Contractors  Construction & Design","y","n",
,"green",36.9791,-122.0101,"Surecuts","831-458-2887","www.surecuts.com","Home of the $14.99 Haircut..We are open 7days a week..make an appointment or walk in. We offer other haircare services such as color  hi-lites & perms..all at affordable prices. $10.00 Haircuts for Seniors 62 & older on Tuesdays and Thursdays.","1628 Seabright Avenue","CA",95062,"Santa Cruz",,,,"Santa Cruz","Bronze","Day Spa","y","n",
,"gold",36.9898,-122.0314,"Surf City Plumbing","(831) 423-0117","www.surfcityplumbing.com","For Plumbing & Drain Cleaning   Local friendly service. Quality & Customer Satisfaction guaranteed Call 831 423-0117 - 24 hours/day ","1231 River St. ","CA",95060," Santa Cruz","$40 OFF RESIDENTIAL PLUMBING OR DRAIN CLEANING SERVICES WITHIN SANTA CRUZ COUNTY.  FOR NEW CUSTOMERS ONLY  LIMIT ONE PER CUSTOMER.  ","logo_SurfCityPlumbing.jpg","gold","Santa Cruz","Gold","Contractors  Construction & Design","y","y",12/31/11 12:00 AM
,"green",36.9647,-121.9650,"Surf City Tax","831-476-6267",,"Providing tax preparation for individuals and small businesses. Bookkeeping services with QuickBooks  including payroll and sales tax.  Document management available for that Ã¢ÂÂshoebox of receipts.Ã¢ÂÂ ","920 41st Avenue Suite D","CA",95062,"Santa Cruz",,,"taxes  bookkeeping  QuickBooks  enrolled agent","Santa Cruz","Bronze","Accounting and Bookkeeping","y","n",
,"gold",37.0499,-122.0181,"Surfnet Communications","831-439-7873","www.SurfnetUSA.com","Surfnet is dedicated to providing high-speed wireless Internet access to residents and businesses in mountain and coastal communities. We also engineer  install  and maintain private wireless or fiber networks.  ","PO Box 66831","CA",95067,"Scotts Valley",,"logo_SurfnetComms.BMP","Wireless  Broadband  ISP  Internet  WISP  Communications  Networks gold","San Lorenzo Valley","Gold","Communications","n","n",
,"gold",36.9731,-122.0258,"Synergy Organic Clothing ","(831) 331-4014","www.synergyclothing.com","Synergy makes clothing that combines sustainability with modern  yet timeless design. We strive to make clothing that looks good  while being gentle on the Earth.","1229 Pacific Avenue","CA",95060,"Santa Cruz",,"logo_Synergy.jpg","Clothing      Organic cotton         fair-trade          Synergy Organic Clothing        sustainable        organic      Synergy                         Synergy Clothing     eco fashion      eco-friendly        green fashion      fashion      gold","Santa Cruz","Gold","Apparel","y","n",
,"gold",36.9793,-122.0116,"Synergy Organic Clothing Outlet","(831) 427-9121","www.synergyclothing.com","Synergy Organic Clothing exists to provide style-minded and environmentally conscious women with clothing that is organic  sustainable  easy to wear and produced according to fair trade practices  brought to you by like-minded individuals.","1126 Soquel Ave","CA",95062,"Santa Cruz",,"logo_Synergy.jpg","Clothing      Organic cotton         fair-trade          Synergy Organic Clothing        sustainable        organic      Synergy  Synergy Clothing     eco fashion      eco-friendly        green fashion      fashion      gold","Santa Cruz","Gold","Apparel","y","n",
,"green",36.9108,-121.7575,"Taylor's Office City","831-724-5681","www.taylorsofc.com","Family owned operated since 1949. Free delivery on orders of $25.00 or more. Specializing in freight distressed office furniture.We'll meet or beat most box store pricing. Contact us for on-line ordering. On site furniture planning available.  ","440 Main Street  ","CA",95076,"Watsonville",,,"Furniture used office planning free delivery locally owned","Watsonville","Bronze","Office Supply","y","n",
,"green",36.9741,-122.0202,"TellerEXPRESS","831.740.8470","www.TellerEXPRESS.com","TellerEXPRESS provides: ATM (Automated Teller Machine)  credit  gift  and loyalty cards  check-deposit services.  Free placement plus sell  service  new and refurbished equipment.  Specialize in thru-the-wall ATMs and temporary ATMs for events.","343 Soquel Avenue","CA",95062,"Santa Cruz","Think Local First Members receive credit card rates of 1.58% and 0.58% for debit transactions.  These are NOT introductory or temporary rates!  We supply the terminal and pin-pad.  For a more customized rates receive a single page cost comparison against your current credit card service provider. Email a copy to: sales@TellerEXPRESS.com for faster service.  ","logo_TellerEXPRESS.jpg","Cash ATM Machine Credit Debit Card Merchant Services Local Check Gift Loyalty Surcharge","Santa Cruz","Silver","Business Services","y","y",12/31/16 12:00 AM
,"green",37.0838,-122.0812,"Tenacious Eye Tattoos","831-336-9222","www.tenaciouseye.com","Custom graphic tattooing in a private setting. Call ahead for information. Nearest cross street: Hwy 9 Closest intersection: Newell Creek Road","9175 Glen Arbor Rd. ","CA",95005,"Ben Lomond",,,,,,"Artists","y","n",
,"green",36.9697,-122.0258,"The Bagelry","(831) 429-8049",,"Santa Cruz's favorite bagel  since 1977. Hearth-baked bagels lead an inventive menu of bagel sandwiches  soups  salads. Great coffee and house-made chai. Patio dining. Three location: Cedar  Seabright and Soquel","320A Cedar St.","CA",95060," Santa Cruz",,,,,,"Bakery","y","n",
,"green",36.9769,-122.0158,"The Buttery Bakery","831-458-3020",,"The Buttery is a full service bakery and cafe in East Santa Cruz.","702 Soquel Avenue","CA",95062,"Santa Cruz",,,,,,"Bakery","y","n",
,"green",36.9714,-122.0256,"The Catalyst","831-426-7474","www.catalystclub.com",,"1011 Pacific Ave.","CA",95060,"Santa Cruz",,,,,,"Music & Theater","y","n",
,"green",36.9793,-122.0114,"The Crepe Place","831-429-6103","thecrepeplace.com","For 39 years The Crepe Place has been serving delicious Sweet & Savory crepes and other specialties; we offer outdoor garden dining  nightly live music  and a full bar. ","1134 Soquel Avenue","CA",95062,"Santa Cruz",,,,,,"Restaurants","y","n",
,"green",36.9795,-122.0118,"The Diversity Center","831.425.5422","www.diversitycenter.org","The Diversity Center is dedicated to building a diverse community  promoting health and well-being  and advancing social justice for LGBT individuals and their allies in Santa Cruz County.  501 (c)(3)  ","1117 Soquel Ave","CA",95061,"Santa Cruz",,,,,,"Community & Social Services","y","n",
,"green",36.9618,-122.0458,"The Garden Company Nursery & Gift Shop","831-429-8424","www.thegardenco.com","A family owned retail garden center and gift shop featuring exceptional plants and gifts with personalized service. We offer a full range of edible and ornamental plants with a thorough knowledge of selection and placement for our local conditions.","2218 Mission Street   ","CA",95060,"Santa Cruz",,,,,,"Landscaping","y","n",
,"green",36.9640,-122.0140,"The Great Christmas Tree / Pumpkin Patch","(831) 475-1940","ovyoga@hotmail.com","The Great Pumpkin Patch The Great Christmas Tree Seasonal Family Fun since 1966 On Mission St &  in Soquel Village ","P.O. Box 932  ","CA",95073,"Soquel","$5.00 Off Any  Tree!  Or 10% your Entire Order for Think Local First Members  The Great ChristmasTree Soquel Village-or-- Mission Street Santa Cruz **Custom Flocking and Fire Proofing Available** ",,,"Soquel","Bronze","Grocers & Specialty Foods","n","y",01/01/15 12:00 AM
,"orange",36.9798,-122.0379,"The Grout Expert","831-854-7688","www.thegroutexperts.com","Tile  grout and stone restoration service that prides ourselves on being a GREEN company because we have saved hundreds of customers from filling landfill with perfectly good tile  also avoiding the need to purchase new building materials.","218 Highland Court","CA",95060,"Santa Cruz",,,"Tile  grout ceramic travertine slate marble porcelain granite epoxy floors counters pool cleaning flooring installs bathroom kitchen service cleaning restoration repair estimates free","Santa Cruz","Bronze","Home","n","n",
,"green",36.9763,-121.9638,"The Landscape Company","831-476-7070",,"As a full-service landscape company  we provide a one-stop shop for all areas of landscaping  including design  maintenance  construction  irrigation  stone walls  outdoor rooms  water features and lighting for residential and commercial clients. ","1840 41st Ave.  Ste 102","CA",95010,"Capitola",,,,"Capitola","Silver","Landscaping","y","n",
,"green",36.9751,-122.0264,"The Law Office of Michael Rehm","831-431-0986","http://www.santacruzduiattorney.net","The Law Office of Michael Rehm provides representation throughout Santa Cruz County on all DUI  Traffic  Criminal Defense  and Personal Injury matters.","101 Cooper Street","CA",95060,"Santa Cruz",,,"santa cruz dui lawyer  santa cruz dui attorney  santa cruz criminal lawyer  santa cruz traffic lawyer","Santa Cruz","Bronze","Attorneys","y","n",
,"green",36.9750,-122.0279,"The Literary Guillotine","831-457-1195","www.literaryguillotine.com","Specialty Books; Academic  new and used. ","204 Locust St.","CA",95060,"Santa Cruz",,,,"Santa Cruz","Bronze","Books","y","n",
,"green",36.9689,-122.0394,"The Mermaid's Garden","(831) 457-8269",,,"233 Van Ness Ave","CA",95060,"Santa cruz",,,,"Aptos / La Selva","Community Supporter","Accommodations","y","n",
,"green",36.9745,-122.0277,"The Penny Ice Creamery","(831) 204-2523","http://www.thepennyicecreamery.com/","The Penny Ice Creamery is the only shop in Santa Cruz making delicious ice cream completely from scratch. Our rotating flavors feature local  seasonal  and organic ingredients. Come view the artisanal production process and try our latest scoops.","913 Cedar Street","CA",95060,"Santa Cruz",,"XXX files/images/members/The_Penny_Ice_Creamery_Logo(2","ice cream creamery local organic seasonal delicious penny penny's made from scratch","Santa Cruz","Bronze","Ice Cream & Yogurt","y","n",
,"green",36.9632,-122.0231,"The Picnic Basket","(831) 427-9946","thepicnicbasketsc.com","The Picnic Basket is dedicated to simple  delicious food and treats  seasoned with lots of love.","125 Beach Street","CA",95060,"Santa Cruz",,"logo_ThePicnicBasket.jpg","local seasonal organic artisan ice cream farm farmers picnic sandwich soup salad breakfast lunch dinner boardwalk beach healthy green sustainable beer wine coffee latte cappuccino espresso tea","Aptos / La Selva","Bronze","Restaurants","n","n",
,"gold",36.9808,-122.0304,"THE PRINT GALLERY","831-425-1828","www.theprintgallery.net","The Print Gallery is a 45-year established screenprinting and embroidery company that specializes in logo'd apparel such as t-shirts  sweatshirts  polo shirts  women's garments  tote bags  aprons  stickers and more!    ","250 Potrero Street","CA",95060,"Santa Cruz",,"logo_ThePrintGallery.gif","gold","Santa Cruz","Gold","Printers","y","n",
,"green",36.9874,-122.0299,"The Tannery Arts Center","(831)419-9047","www.tanneryartscenter.org","The Tannery Arts Center is a 8.3 acre arts campus located at the old Salz Tannery. It includes live-work lofts for artists  working studios  a cafe  dance studio  and soon a 200-seat theater and plaza performing arts center. ","1050 River St. #118","CA",95060,"Santa Cruz",,"logo_TanneryArts.jpg","arts  culture  performing arts  theater  fundraising  venue","Santa Cruz","NonProfit","Artists","y","n",
